-0.401508	-0.162620	-0.618164	-0.353606	0.352030	-0.140026	0.420722	-0.540298	0.633863
-0.109848	-0.102792	0.128482	0.120212	-0.158205	-0.250142	-0.175516	-0.054712	0.151588
-4.395098	-3.098140	-8.175385	-8.626132	-0.371239	0.399195	-7.548976	-2.901359	1.820745
-4.137782	1.666088	3.071330	2.384557	1.610479	1.972190	3.230352	1.273395	2.326991
-1.658923	0.223095	-0.601367	-0.281532	-0.408257	-0.483842	-0.240257	-0.803585	0.688640
-2.182288	0.675761	0.560225	0.453919	-2.062067	-1.515508	-2.104359	-9.221820	1.081119
-0.801615	-0.463521	-0.187326	-0.915135	-2.738429	-0.618788	-0.937887	0.222815	0.408521
-0.097549	-0.650081	-1.839310	-1.726896	-1.180378	-1.983372	-1.863312	1.085548	0.799255
-0.974760	-3.431636	-0.344644	-0.428722	-0.064220	-0.217622	-2.362623	0.832233	0.149004
-0.098686	-1.284747	-0.526095	-0.469127	-0.548676	-1.202773	-0.944703	-0.647071	0.536581
-0.097957	0.029276	-0.154591	-0.064783	0.251574	0.016701	-0.141874	0.115609	0.070813
-0.190113	-0.206182	0.163284	0.605638	-1.060087	1.488422	-0.853131	1.333972	2.093834
-0.258693	-0.082223	0.253044	0.334788	-0.057590	1.159177	0.380252	0.155641	0.341619
-1.889750	-0.745476	0.852049	1.010581	1.070603	-2.795276	-0.078654	-0.261142	2.848508
-2.107956	1.451185	1.056694	0.494912	-1.368437	-0.859265	-1.042164	-1.887801	1.775884
-0.625123	-0.278829	-0.336839	-0.483484	1.076559	-0.306635	0.137339	-1.267581	0.453786
-4.475525	-0.951760	-5.928946	-4.777235	4.790635	-3.088763	-3.061226	4.768713	5.442038
-0.655629	6.768024	2.679809	2.626130	2.701064	6.061568	1.222318	1.953062	1.743616
-0.651771	-11.486440	-6.971840	-5.377022	4.801036	-6.149308	-6.100070	2.443651	4.192125
-0.269290	0.030829	-4.615227	-3.636386	1.264073	2.040006	-0.161859	-0.095394	1.101178
-0.796849	-0.888141	-0.133904	-0.242005	-0.873982	-0.182753	-0.511514	-0.237128	0.372141
-0.757442	1.698235	3.200391	2.884677	7.239139	5.002905	5.432905	0.339221	4.050242
-0.206958	0.085295	-0.064986	-0.673998	0.045922	-0.992126	-7.622315	-8.077274	2.730994
-1.659065	0.661881	0.419411	0.150670	-1.727063	-4.347839	-2.107980	-3.175858	0.814059
-0.527536	-0.558496	-1.221099	-1.120261	-0.027384	0.115023	-0.395892	-0.702387	0.749071
-1.356918	-0.018446	0.172395	0.360389	-0.289147	0.808851	0.193848	0.807445	0.630328
-0.589018	-0.479679	-0.011715	-0.473561	0.099695	0.606983	0.081457	1.357946	0.691835
-3.320712	-1.074653	-1.453840	-1.630656	-0.447852	-5.236048	-1.550914	-5.218016	0.402285
-0.309023	-1.680480	-0.038653	-0.175145	-1.790198	-1.565650	-1.952473	-0.257577	1.240841
-0.817752	-2.355618	-2.137889	-2.140425	0.182235	-4.264188	-1.673157	-1.601567	0.033299
-0.713687	0.755110	-0.312744	0.860352	-2.605461	1.933204	1.718507	-0.799267	2.403334
-2.242267	-2.967266	0.280015	-1.399470	-6.430419	-0.335104	-4.031508	0.689217	2.388208
-1.337651	0.001904	1.782001	1.153352	-1.275196	1.275131	-1.454118	0.385457	2.529494
-0.925131	-1.102485	-1.093817	-1.289471	-0.383102	-0.038684	-4.113159	-3.105964	0.377311
-0.452499	-0.172419	-0.408268	-0.444582	-0.106006	-0.110754	0.427524	-1.446417	0.316717
-2.666735	-0.776736	-3.894212	-6.179602	0.753933	-0.599446	0.454611	-1.302123	1.730346
-1.218677	-0.244050	0.710709	1.045815	-0.347147	0.813130	0.110731	0.326288	0.574085
-0.724329	-0.464860	-1.430700	-0.893819	-0.507690	-0.434321	-8.509607	-0.643611	0.560514
-1.490778	-0.889867	-2.557763	-2.682184	-1.559200	-0.086921	-0.425492	-1.522097	0.605413
-0.582792	0.791269	1.312085	1.260745	1.015172	1.873998	1.350160	1.939167	1.328183
-7.666873	2.529096	5.116092	4.606658	1.402575	3.488578	4.758277	4.002381	3.288528
-4.027543	-3.254826	-2.812292	-3.176172	0.812587	2.556967	-0.077966	-2.030976	1.720664
-3.487807	-4.236920	-1.255359	-7.936170	-3.623656	-1.529676	-1.901791	-1.394852	1.648743
-1.545008	-0.337843	-0.856434	-0.880614	-0.193463	0.425822	-0.618382	0.184160	0.776550
-2.496696	-1.576613	-0.551735	-0.019645	-2.225226	1.449023	0.513354	0.954618	4.033659
-0.660194	2.653425	1.624886	0.997032	-0.645451	-0.048067	-0.130724	0.224206	4.982576
-1.345215	0.030009	-0.780786	-0.831160	-3.897387	-1.257752	-3.057816	-9.890687	1.553222
-2.461290	0.343668	-0.527403	0.388975	2.016830	3.125996	-0.434634	2.480156	3.813126
-14.448378	-10.132076	-1.290618	-1.370570	-1.834455	2.010737	-8.342796	2.938514	5.756968
-3.775692	0.010819	-2.300456	-1.775577	-0.096144	0.493706	-0.601553	-0.133557	0.277871
-5.236436	-1.435710	-3.335771	-3.019105	-2.709297	-1.884256	-3.545333	0.676650	1.255371
-1.515445	0.294524	-0.252567	-0.243887	-0.516819	-0.132792	-0.432974	-1.745033	0.692176
-1.830361	0.836729	0.890858	1.020106	0.508882	1.313762	0.782859	0.288055	0.914476
-1.780377	-0.641371	-1.390139	-1.310680	1.572742	-1.634006	0.905147	-0.640666	0.924462
-2.511311	-0.559310	-0.091055	-0.687435	-0.801796	-1.001734	-2.140722	-0.268906	2.196123
-5.464655	-3.852221	-5.861775	-5.610131	2.012909	-15.925991	-1.469486	5.267652	4.127635
-6.832798	3.987646	3.519836	4.031819	5.636950	-1.537999	3.703073	3.311794	5.368520
-0.091424	0.189596	-0.162647	-0.002703	1.739731	0.123391	1.093982	-1.338814	0.674468
-0.459841	-9.294248	-1.173458	-1.305200	-4.592937	1.326206	0.721805	-7.702628	1.691020
-0.466052	0.541141	-0.173587	-0.322076	0.091361	-1.572610	-0.030425	-0.878137	0.877860
-1.321651	4.362945	3.220407	2.663737	-0.470632	1.349659	2.320327	1.365420	2.363050
-1.661618	-0.766624	-1.559508	-0.950285	-0.671138	-1.453452	-3.885051	1.417047	1.502876
-0.690251	-0.872361	-0.642442	-0.377922	-0.547331	0.529680	0.007713	-0.072658	0.443638
-1.257549	5.307256	-19.715530	-17.316268	7.251213	-41.480319	-1.285685	-1.046050	2.473892
-1.262374	-3.663105	-2.425470	-5.954888	-6.289920	-12.014101	-3.726036	-11.404015	2.548339
-1.100857	0.395403	-1.450243	-0.927540	0.834531	-0.755669	-0.659041	-2.027942	1.510241
-1.121626	0.159752	-0.306409	-0.356178	0.943048	-0.109102	-1.718039	-0.566208	0.248285
-0.515912	-0.432405	0.339596	0.204021	-0.955040	0.184831	-0.165466	0.329866	0.422973
-0.866450	0.507944	-0.220886	0.230917	-1.077133	2.416223	0.290006	-4.931049	1.113940
-0.977422	-0.252794	-0.189824	-0.038371	0.040341	-1.221075	0.095179	-0.205389	0.475500
-0.791079	-0.238379	-2.179966	-1.095670	-0.711648	-0.477757	-0.749731	-0.938557	1.310165
-0.481671	-0.705161	0.302597	0.579322	-1.057547	-8.991686	-1.517549	-0.343518	0.976389
-1.109833	-0.203192	0.217360	0.453519	1.455970	-1.964146	-0.167875	0.966966	0.374391
-2.046556	3.432757	-2.256854	-2.338756	2.996183	0.268329	-4.587147	-5.310588	2.015721
-2.191444	1.110056	-1.115451	0.008726	-0.533578	0.930022	-1.574011	-0.168970	3.260760
-0.419668	-0.680445	0.648636	0.542934	1.235881	0.072231	-0.043862	0.758952	0.989922
-0.290269	0.367347	-0.877430	-1.188632	-1.338185	-2.112405	-1.681310	-1.183644	0.621010
-0.103820	-0.040873	-0.235252	-0.205858	-0.174725	-0.044545	0.060058	0.149854	0.081372
0.207974	-0.136284	0.012021	-0.165781	0.092330	-0.376614	-0.164990	0.240083	0.550401
0.009681	-0.133987	0.056210	-0.060432	0.289145	0.214006	0.077040	-0.525532	0.409426
-0.986901	-0.216603	-0.785425	-0.025037	-0.309248	-1.773726	-2.808461	0.064413	1.052973
0.014203	0.070050	0.015567	0.175207	-0.104601	1.340401	0.907693	0.467065	0.218487
0.008065	-0.873112	-0.326138	-0.324445	-0.802115	-0.940970	-0.949973	-0.177217	0.267004
-0.344623	-2.113507	-3.725418	-3.132426	-0.515663	-5.679053	-3.026670	-6.371706	0.725196
0.035029	1.011507	-0.031804	-0.014405	1.147886	1.329146	0.303664	0.388768	0.750707
-0.169924	1.115821	-0.164547	0.381866	0.863320	2.704534	3.293530	2.670622	1.630175
-0.007587	-0.158757	-0.115736	-0.082370	-0.673389	-0.187053	0.042584	-0.021950	0.185750
-0.155554	0.060218	-0.015372	-0.328265	-0.666272	1.592777	0.298590	-0.349506	0.583579
