H2-Q1	-0.110246	0.301322	0.269676	0.145114	-0.0867013	0.465973	-0.113444	-0.136305	0.120305	0.493302	-0.0332665	-0.131348	0.545151	0.352347	-0.0862984	0.051141	0.148976	0.355794	-0.145023	-1.01328	0.122924	0.120327	0.0146153	-0.0734733	0.180402	0.12496	-0.0100122	0.0678234	0.846043	-0.0414738	-0.374813	-0.288842	-0.00250528	-0.121433	-0.0527292	-0.0488135	-0.127866	0.108053	-0.490041	-0.872897	-0.094802	0.15476	-1.07909	0.0513926	-0.00094948	-0.56413	-0.927451	-0.0367874	-0.132179	-0.74512	-0.612227
	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
Armc7	-0.0267552	-0.189335	0.207661	1.09114	-0.211197	-0.0552823	0.571848	1.27555	0.0149094	0.323299	0.592448	1.16149	0.213057	0.497301	0.62794	1.07373	-0.17743	0.620749	0.753441	1.8363	-0.132745	0.148156	0.755772	1.08047	0.0600129	0.542914	1.17848	1.03875	0.0663033	0.820487	1.2153	1.0117	-0.351352	0.195867	0.801799	0.90411	-0.309762	0.582597	0.928355	0.694798	-0.24727	0.655416	1.09143	-0.182307	0.184823	1.154	1.29032	-0.0725494	0.852992	0.976268	0.908439
Basp1	0.302675	-0.42511	1.76579	1.87396	-0.451745	0.410121	2.2054	2.61831	-0.0414507	1.30636	2.14905	2.58958	0.788625	1.58546	2.4892	2.53788	0.309603	1.511	2.2225	3.15871	0.0713571	0.724085	2.0459	2.2073	0.239406	1.60218	2.81396	2.94826	0.459762	2.52455	2.93173	2.6435	-0.963687	1.05285	2.72027	2.73888	-1.03306	2.1975	2.85763	2.62062	-0.538233	2.63034	2.91667	-0.1985	0.907017	3.16673	2.61419	0.0779795	2.31835	2.76551	1.98623
Ccdc88b	-0.0216399	-0.117267	0.769283	1.71329	-0.14668	-0.0397471	0.888785	1.67281	-0.143121	0.391206	0.903926	1.74031	0.2386	0.782622	1.10923	1.61165	0.10805	1.41678	1.30027	2.84461	-0.00723903	0.350758	1.27654	1.85976	0.220796	1.20378	1.43397	1.72129	0.460992	1.66936	1.62241	1.81002	-0.367847	0.309922	1.65116	1.63625	-0.144123	0.940235	1.64735	1.61147	0.0410047	1.17962	1.67305	-0.126171	0.642449	1.85812	1.72745	0.037814	1.61804	1.94469	1.82695
Gpr35	0.194055	0.120596	1.39995	2.14858	0.198797	0.399466	1.5134	2.52729	0.0251182	1.15066	1.86127	2.61272	0.336397	1.83082	1.66896	2.45307	0.0790404	2.18529	2.05727	3.37465	0.0178215	0.956506	2.1144	2.85111	0.245032	1.9355	2.44086	3.37317	0.697469	2.69772	2.65273	3.08646	-0.125246	1.03354	2.74527	2.53	0.374321	2.13929	2.76966	2.33738	0.332948	2.69491	2.75537	0.205973	1.57928	3.01434	2.98002	0.303651	2.96405	2.99028	3.05151
Zcchc18	-0.556813	-0.223581	0.291542	1.01954	-0.454938	-0.223979	0.390533	0.63968	-0.191365	-0.189014	0.254136	0.391858	-0.325122	-0.164807	0.475062	0.50553	-0.0384202	0.192002	-0.0394301	1.87685	-0.057632	-0.00631251	0.614675	1.20124	0.392423	0.87523	1.09617	0.775669	0.458814	0.824616	1.2196	0.861574	-0.826381	0.203972	0.598503	0.600268	-0.619822	0.293552	0.0976331	0.123266	-0.695497	0.73248	0.0753856	0.153352	-0.0227985	1.18826	0.659542	-0.119569	0.59995	0.632214	0.741037
Dok3	0.301554	-0.348706	0.192782	0.657138	0.000830433	-0.115211	0.425396	0.850714	0.0743848	0.264393	0.37971	0.694628	0.296146	0.453885	0.466095	0.738163	0.0129426	0.366753	0.286387	1.88692	-0.129292	0.0415806	0.750384	0.731828	-0.024211	0.625324	0.965491	1.15477	-0.142948	1.09572	1.34119	1.11396	-0.523594	0.0377566	0.715959	1.01962	-0.291542	0.329992	0.9974	1.32957	-0.395938	0.748766	1.21367	-0.0527414	0.245019	1.58207	1.24722	-0.212353	0.713457	1.38462	1.58371
Pik3cd	-0.0761507	-0.158046	0.570172	1.11661	-0.04617	-0.0415551	0.510435	0.971031	0.0688073	0.421121	0.705911	1.06219	0.11178	0.464583	0.704664	0.962641	0.0837284	1.29789	0.77255	2.44024	0.034494	0.0658582	1.02749	1.52859	-0.0323999	1.01106	0.984483	1.19267	0.514331	1.13353	0.835432	1.12641	-0.100362	0.429715	1.17502	0.751338	0.175057	0.88804	1.09645	0.472214	0.246451	0.607994	0.967807	-0.0301307	0.860518	1.26276	1.09732	-0.152687	1.45011	0.993842	1.31014
Hpse	0.00603034	-0.0920827	1.57165	2.49521	-0.252208	0.359809	1.77709	2.69532	-0.115679	1.651	2.0145	2.4875	0.414142	2.08546	1.94672	2.32696	-0.234378	2.48385	2.27732	3.55137	-0.00886362	1.28929	2.6984	2.7745	0.109024	2.45856	3.06165	2.80613	0.851487	3.22366	3.42674	2.95894	-0.74194	1.59216	3.02463	2.91164	-0.459075	2.67745	2.93595	3.16011	-0.220923	3.06765	3.14462	-0.0749866	1.55383	3.80627	3.60644	-0.0716602	3.66842	3.54421	3.80297
Gdf15	-0.437705	-0.216752	1.13921	1.87527	-0.329545	0.763125	1.54162	2.03602	-0.131825	1.56352	2.07245	1.91369	1.79387	2.4567	2.14493	2.24783	0.170165	1.13946	2.12628	2.09789	-0.00852992	0.432616	1.30705	1.36357	0.316722	1.06977	2.13934	2.88934	0.72128	2.04358	2.88686	2.82844	-0.155441	0.200373	1.47007	2.24846	-0.0934989	1.07901	2.86554	1.96704	-0.0330054	1.6816	2.90655	0.019721	0.3338	2.02736	1.89123	-0.352332	1.89214	3.40723	2.05112
Cxcl16	-0.117508	0.169567	0.6609	1.44978	-0.169387	0.273664	0.891659	1.46479	-0.0455928	0.795141	1.1297	1.54791	0.2405	1.06448	1.10891	1.44151	0.0204847	0.834922	1.1364	1.7491	-0.0751669	0.149229	0.906197	1.17121	0.143494	0.988308	1.35829	1.49897	0.447302	1.62835	1.80872	1.53546	-0.231756	0.143251	1.13118	1.21986	-0.064568	0.70389	1.02477	0.761199	-0.0929471	1.06345	1.01349	-0.11884	0.332378	1.28932	0.927098	0.00812541	1.23179	1.28165	0.895413
	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
Brpf1	-0.202563	-0.168216	0.022199	0.228269	-0.198514	-0.126191	0.212956	0.0643008	-0.174582	0.0920475	-0.0140994	0.144662	-0.128423	0.086659	0.00749643	0.174607	-0.0133371	0.102899	0.116983	0.401293	-0.0562589	0.120753	0.128162	0.322377	0.0515859	0.212889	0.231869	0.45509	0.0322539	0.205661	0.413923	0.697154	-0.25083	0.113153	0.251569	0.442951	-0.20369	0.0940624	0.343178	0.883763	-0.153412	0.418882	0.52678	-0.0753234	-0.0975498	0.397098	0.617884	-0.0768459	0.309652	0.573573	0.733795
Thbs4	-0.612297	-0.35495	0.886113	0.456042	-0.905378	-0.108963	0.384878	0.3294	-0.739487	0.33993	0.596604	0.109843	-1.12424	-0.222675	0.401038	0.18051	0.739902	0.644893	1.78641	2.26706	0.286505	0.693333	0.669526	1.26515	0.0655714	-0.154712	-0.252369	0.811507	-0.23627	0.00844944	0.586578	2.01595	-0.732406	-0.391758	1.02601	2.14325	-0.601608	0.19235	1.91704	2.99917	-0.0126167	0.87938	1.93742	-0.377501	-0.0390495	1.87502	2.16564	-0.328138	0.682729	1.45707	1.48449
Zkscan6	-0.268669	-0.279439	-0.0214278	0.230266	-0.309094	-0.159674	0.177874	0.200541	-0.17168	-0.0637478	0.14959	0.201032	-0.10038	0.0850793	0.149288	0.167911	0.0912835	0.100127	0.106812	0.586192	-0.108259	0.00915971	0.0555325	0.408799	0.0450737	0.19151	0.229791	0.574825	0.0807757	0.300558	0.411219	0.668219	0.0449964	-0.0389639	0.129901	0.430695	0.0738692	0.231841	0.306614	0.857036	0.0885936	0.558678	0.492032	0.152664	0.0616356	0.383524	0.60249	0.00223394	0.361904	0.538004	0.67527
Dpp3	-0.49381	0.0125462	0.154952	-0.199436	-0.604153	-0.112343	0.441998	-0.0778495	-0.264768	-0.191751	0.262073	-0.0319053	-0.475807	-0.345119	0.225312	-0.0941958	-0.084365	0.162112	0.159979	0.947254	0.282963	0.319348	0.054906	0.385933	-0.00649043	0.102037	0.0793315	0.511904	-0.318957	0.2612	0.179596	0.449947	-0.331858	0.106597	0.24126	0.552822	-0.405949	-0.051085	0.274873	0.981423	-0.269749	0.203535	0.429983	0.163329	0.0123435	0.427246	0.893087	0.0352989	0.149371	0.651305	0.655744
Wwp2	-0.305354	0.0347558	0.174699	-0.205334	-0.32736	-0.356283	0.0635705	-0.209859	-0.136556	-0.689291	0.102048	-0.277814	-0.305084	-0.659601	0.194779	-0.222766	-0.00468124	-0.0519574	0.141924	1.16533	-0.104227	-0.0386335	0.106041	0.143908	-0.0878868	0.0264512	0.0609769	0.456623	-0.178064	0.181017	0.393769	0.507557	-0.309744	0.00441599	0.470582	0.636858	-0.0966701	-0.0480989	0.633754	0.864763	-0.205337	0.207852	0.727014	-0.0444769	-0.358607	0.481799	0.703018	0.0117705	-0.134535	0.700592	0.870062
Rhov	-0.302865	0.214132	0.166659	1.06488	-0.298977	0.307443	1.00226	0.930099	-0.170294	0.439848	0.938256	0.944024	-0.180005	0.828654	0.730998	1.41702	0.117249	0.366622	1.43027	2.8571	-0.121106	0.257651	0.541619	2.07332	0.228055	0.207137	1.20668	3.27533	0.182305	1.003	2.29911	3.3152	-0.0259398	0.255516	1.73006	2.9808	-0.145774	0.734297	2.92241	3.37913	-0.107826	1.72188	3.14788	-0.104942	-0.0815722	2.67864	3.7862	0.020519	1.38733	2.95896	4.23451
Rcc1	-0.474688	-0.437104	0.0967821	0.397483	-0.133155	-0.3058	0.498188	0.405944	-0.128068	-0.0881041	0.402158	0.84961	-0.407034	0.241404	0.900214	0.577073	-0.230361	0.0443435	0.500268	2.01111	0.220061	-0.0845658	0.441662	1.4612	-0.30127	0.206695	0.621006	1.34375	-0.569547	0.192273	0.973584	1.54631	-0.0992737	0.405308	0.858741	1.79446	-0.324305	0.321776	1.21245	2.25468	-0.378863	0.919879	1.57232	-0.147139	-0.153599	0.854251	2.17195	0.118338	0.385106	1.55226	2.06729
Ap3m2	-0.112189	-0.172986	0.355239	0.843926	-0.201376	0.202267	0.490807	1.12358	-0.0257729	0.621269	0.603505	1.05175	0.419559	0.534665	0.521582	1.17124	-0.113019	0.719415	0.411617	1.76703	0.0706578	0.435363	0.884276	1.08903	0.198817	0.518652	0.797334	1.99304	0.639772	0.82125	1.41324	2.44172	-0.229428	0.326407	0.646165	1.57876	-0.0890171	0.76654	0.889434	2.65399	0.0399132	1.26472	1.26917	0.00658086	0.296227	1.38855	2.1029	-0.00428896	1.0682	1.39741	2.43409
Prpf4	-0.141992	-0.230642	-0.0395008	0.17204	-0.145813	-0.173516	0.189986	0.0199381	-0.155883	-0.0425706	-0.0534108	0.197803	-0.0775176	-0.0317684	0.0576013	0.112159	-0.0596838	0.000496138	0.0687507	0.482455	-0.0298279	-0.124412	0.081993	0.24769	0.0641844	0.154155	0.289765	0.504399	-0.0512569	0.312021	0.444276	0.542523	-0.074285	0.199449	0.343299	0.689683	-0.283001	0.304216	0.450116	1.20467	-0.267057	0.283244	0.567618	0.0686514	-0.0831084	0.277661	0.765939	-0.00837481	0.331628	0.529616	0.644021
Fbxl14	-0.159905	-0.356612	0.0323865	0.239996	-0.36427	0.0982326	0.130906	0.162534	-0.102869	0.343413	-0.0971731	0.136623	-0.0649928	0.389783	0.257167	0.265875	-0.203403	-0.123681	0.0318886	0.838414	-0.16566	0.0471818	0.388389	0.244416	0.108467	0.407761	0.332161	0.676622	0.00184963	0.63409	0.609988	0.991063	-0.479878	0.313624	0.109206	0.701003	-0.252118	0.117589	0.199965	1.99537	-0.436565	0.458504	0.389388	0.100629	-0.120195	0.578607	0.92826	-0.128944	0.174162	0.50602	1.11158
Tmem40	-0.275512	0.410328	0.0605464	0.326643	-0.195125	0.449399	0.261895	0.188814	-0.238571	0.4067	0.0769377	0.137574	0.354906	0.35459	-0.168057	0.34284	0.159699	-0.0129048	0.353097	1.26489	-0.063437	0.0464722	0.548458	0.566525	0.13481	0.40886	-0.182306	1.64366	0.21701	0.267972	0.61237	2.12814	-0.0841637	0.174927	0.17105	1.10483	-0.471295	0.181281	0.93266	2.22972	-0.25904	0.71209	1.59265	-0.0742062	-0.283584	1.25684	1.90079	-0.0171083	0.46856	1.58328	2.47466
Slc2a1	-0.215322	0.426395	0.445722	0.679332	-0.222742	0.178099	0.310268	0.62128	-0.2585	0.455636	0.459578	0.564377	0.00748057	0.673739	0.495231	0.52093	0.244074	0.729654	0.631376	1.34875	0.064723	0.153267	0.567511	1.16721	0.103124	0.42007	0.700851	1.19887	0.117901	0.580829	0.926476	1.627	0.0754986	0.241948	1.17921	1.4182	0.0887339	0.609559	1.43442	1.59544	0.0394487	1.13324	1.56907	-0.0184438	0.188835	1.1403	1.59838	-0.114027	0.847526	1.60632	1.75807
	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
Dtwd1	-0.747016	0.87835	0.322296	0.230642	-0.709843	0.984119	0.521791	-0.239352	-0.0563763	1.02183	1.06493	-0.214321	-0.169439	1.0735	0.793799	-0.0891472	0.269769	0.453905	0.252839	0.451187	0.0219428	0.282383	0.262474	0.400983	0.259469	0.217791	0.270676	0.441669	0.513639	0.390612	0.340701	0.557846	0.0677454	0.150417	0.47494	0.271672	0.0207439	0.470087	0.577434	0.661389	0.0358625	0.331243	0.789356	0.0635982	0.139062	0.363578	0.516623	0.113899	0.534626	0.713446	0.737398
Vhl	-0.695143	0.371951	0.0840423	-0.236115	-0.737928	0.333354	0.0868923	-0.441485	-0.29717	0.338244	0.292617	-0.496986	-0.621531	0.154056	0.0823029	-0.457318	-0.141936	-0.0471056	-0.0381804	0.157178	-0.0874368	-0.0286816	0.0482242	-0.141184	0.0315546	-0.0897729	-0.0765986	-0.266879	-0.082712	-0.103943	-0.0962193	-0.164311	-0.265625	0.124823	0.187431	0.0590249	-0.276171	-0.0900609	0.12604	0.295685	-0.349128	0.0632414	0.231671	0.0172167	-0.191737	0.239422	0.285693	-0.0579723	0.125779	0.0144986	-0.0214562
Ddx18	-0.651658	0.592214	0.0883441	0.074124	-0.784164	0.802006	0.31403	-0.504101	-0.21523	0.752842	0.611274	-0.426852	-0.410847	0.940134	0.628208	-0.409237	-0.0478146	0.155444	0.0878792	0.660767	-0.0459711	0.0401861	0.107643	0.275512	-0.0750501	0.3043	0.329561	0.602359	-0.449969	0.528321	0.616628	0.427395	-0.0874547	0.188729	0.339823	0.365447	-0.242808	0.356385	0.373023	0.466166	-0.204944	-0.074688	0.839359	-0.0447431	0.00134581	0.20372	0.615812	-0.0227162	0.302756	0.694429	0.607784
Kpna1	-0.460095	0.261379	-0.00621728	-0.322811	-0.572299	0.187329	0.139263	-0.515519	-0.190879	0.295389	0.400636	-0.376978	-0.447416	0.362004	0.210029	-0.355628	-0.0860799	-0.0537729	0.0278126	0.0562018	0.103195	-0.073263	-0.0359969	-0.041372	-0.200887	-0.0190352	0.22301	-0.0196217	-0.328635	0.0480333	0.261828	0.110808	-0.146657	0.151358	0.140283	0.111724	-0.136201	-0.00305844	0.406244	0.381001	-0.385385	0.173709	0.511457	-0.211904	-0.153004	0.0213501	0.199177	-0.0618323	-0.175297	0.280566	0.257148
Ssr3	-0.67942	0.522515	0.0823249	-0.198139	-0.894287	0.487297	0.267925	-0.486382	-0.295214	0.49923	0.711963	-0.444358	-0.641588	0.742867	0.507865	-0.317329	0.148869	0.301536	0.184334	0.224612	0.0159517	0.128452	0.143803	0.0355033	-0.00174357	0.164491	0.130821	0.150627	-0.0848443	0.295431	0.280342	0.268951	0.0325855	0.12	0.44759	0.157614	-0.0399999	0.161279	0.813032	0.70301	-0.0393451	0.393051	0.865785	0.118269	-0.0275139	0.356175	0.508404	-0.0175373	0.275383	0.671283	0.623993
Ptgs2	-1.86842	1.7822	0.966514	1.22421	-1.54265	2.02423	1.61562	-0.642504	-0.803278	2.47267	1.96043	-0.184827	-0.75319	2.90242	1.89634	-0.114636	-0.0931849	1.61976	1.05516	-0.257723	-0.176747	0.266013	1.0838	0.550245	0.456953	1.67631	1.87367	1.46671	1.05268	2.30903	2.3263	1.96432	0.061715	0.781076	1.07818	0.410668	0.065974	1.22314	1.31179	0.864513	0.285713	0.85505	1.44674	0.0648045	0.925355	1.35654	0.9316	0.0570773	2.01491	1.59256	1.36468
Ythdc2	-0.712533	0.711332	0.172815	-0.0777377	-0.858335	0.711154	0.316565	-0.694513	-0.00328003	0.816817	0.797708	-0.718315	-0.270865	0.794477	0.622434	-0.710164	0.198474	0.483849	0.142729	0.25498	-0.0776015	0.0224032	0.112619	0.193445	-0.0776738	0.0900096	0.287908	0.254873	0.213671	0.225242	0.49021	0.509613	-0.0262865	0.196969	0.654919	0.243791	-0.0686365	0.478543	0.662134	0.683383	-0.131044	0.38449	1.01304	-0.085202	0.0109206	0.451712	0.39445	-0.03616	0.439193	0.595644	0.547386
Spag1	-0.670612	0.27684	0.205164	-0.440781	-0.836872	0.433788	0.324789	-0.550607	-0.275951	0.638459	0.656131	-0.526114	-0.421619	0.665191	0.512644	-0.495499	-0.101727	0.0366454	-0.217885	-0.145263	-0.187881	-0.123382	-0.166589	-0.251215	-0.024008	0.211748	0.297652	0.233416	-0.349543	0.326233	0.281491	0.273776	-0.119272	0.485378	0.231466	0.260403	-0.323308	0.455746	0.233157	0.422628	-0.385897	0.235606	0.275282	-0.093632	-0.0578865	0.00193491	0.284898	-0.089798	0.0779677	0.261922	0.475667
Uap1	-0.607985	0.52012	0.043861	-0.0271859	-0.652881	0.577056	0.125359	-0.348108	-0.194435	0.656679	0.519797	-0.328077	-0.340735	0.796281	0.319592	-0.286208	0.118983	0.464432	0.320199	0.0408559	-0.165069	0.138566	0.259986	0.0729516	-0.0294681	0.0412599	0.194441	0.265661	-0.109194	0.443217	0.462956	0.233946	-0.0213015	0.213718	0.206684	0.161365	-0.0114834	0.259319	0.584416	0.507349	-0.0864164	0.0222449	0.646262	-0.0323233	0.184889	0.270505	0.370053	0.0120839	0.524626	0.621632	0.573883
Tmem68	-0.42089	0.384671	0.0651361	-0.0140774	-0.544707	0.392846	0.225581	-0.291654	-0.216728	0.342455	0.326176	-0.445765	-0.400971	0.333743	0.284548	-0.443303	-0.06365	0.148453	0.172932	0.115481	-0.0797239	-0.0289006	0.144256	0.0454294	-0.219092	-0.0390695	0.149238	0.144059	-0.112106	0.133619	0.298398	0.221241	-0.108832	0.216957	0.24425	0.109389	-0.239922	0.244643	0.432205	0.202184	-0.164753	0.198664	0.404051	-0.060443	-0.0646524	0.154004	0.0655503	-0.00757035	0.181409	0.208904	0.14247
	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
Ranbp3	0.00919306	0.133293	0.130123	0.400789	-0.0394569	0.266385	0.308496	0.355228	0.051177	0.382111	0.243427	0.322697	0.00558094	0.39099	0.370331	0.300495	-0.135092	-0.0480808	0.0807409	0.47377	-0.170239	-0.0304077	0.177102	0.203144	-0.0912251	0.0319073	0.226065	0.238938	-0.159941	0.181931	0.356686	0.337773	-0.25692	0.0379333	0.189969	0.359204	-0.354062	0.147154	0.346595	0.58018	-0.306788	0.300751	0.54508	0.000204356	-0.256075	0.376002	0.511152	-0.0373364	0.0202033	0.406742	0.23393
Tars	0.189438	0.585459	0.513207	0.51392	0.0865797	0.745036	0.600891	0.494089	0.16077	1.03743	0.485058	0.401923	0.512744	1.25294	0.504814	0.447227	-0.0464839	0.296387	0.420039	0.807796	0.0460365	0.0225719	0.4278	0.633339	-0.077339	-0.0049203	0.579556	0.807988	-0.0763968	0.300377	0.782987	0.927266	-0.0148532	0.393696	0.758613	0.593257	-0.16008	0.668045	1.09559	1.01795	-0.194582	0.699084	1.28151	-0.00391416	0.112435	0.504046	0.824073	0.0357817	0.501684	0.878382	0.883707
Ccdc115	0.155197	0.327747	0.276906	0.205516	0.0911075	0.532784	0.290034	0.211907	0.242227	0.596618	0.158451	0.133861	0.266282	0.729225	0.473987	0.239687	-0.0219687	-0.0317996	0.0914458	0.655178	-0.0999004	-0.0813298	0.123208	0.352119	0.045865	0.0602756	0.208216	0.41238	-0.031692	0.0959569	0.284089	0.489565	-0.220546	0.223722	0.369685	0.321544	-0.230311	0.203054	0.563261	0.818285	-0.346808	0.259884	0.865026	0.153744	-0.152772	0.341634	0.453689	-0.052912	-0.0124364	0.585122	0.538743
