ACTR1A	-0.0767873	0.0261646	-0.357496	-0.648419	-0.712009	-0.379239	-0.18917	-0.357391	-0.152485	0.00408842	0.204973	-0.38334	-0.462508	-0.358198	-0.466194	-0.411147	-0.203736	-0.134089	0.00324905	-0.5883	-0.409886	-0.167987	-0.0751963	0.00095042	-0.391619	-0.834704	-1.20954	-1.43305	0.170831	-0.0985321	-0.416656	-1.14847	-1.14195	-1.24944	-0.192974	-0.244388	-0.219154	-0.774761	-1.6302	-2.25126	-0.285325	-2.04231	-0.349429	-1.75424	-0.129261	0.0600469	-0.171346	-0.417718	-1.04869	-1.27478
ACTR5	-0.211709	-0.148918	-0.159527	-0.522208	-0.54431	0.0225869	-0.269575	-0.502869	-0.318303	-0.12561	0.192812	-0.123858	-0.22998	-0.097869	0.074179	0.0520158	-0.227242	0.189367	-0.0688149	-0.343075	-0.134342	0.062187	0.0111332	-0.0981161	-0.629302	-0.883133	-1.19395	-1.54197	0.064165	-0.131564	-0.315225	-0.0580207	0.48443	0.683477	0.1071	-0.0914657	-0.546364	-1.44461	-1.37545	-0.975787	-0.500954	-0.536498	-0.140457	-0.894333	-0.18511	0.0283134	-0.0940903	-0.417063	-1.69948	-1.16538
ACTR8	-0.0783667	0.0101591	-0.298638	-0.283635	-0.122521	-0.226556	-0.42478	-0.293626	-0.139995	-0.00212818	-0.0755796	-0.172787	-0.149732	-0.101132	-0.436291	-0.447612	-0.295484	-0.210143	0.134319	-0.207049	-0.381592	-0.201174	-0.0140844	-0.346062	-0.479692	-0.727295	-1.16687	-1.25778	0.0788616	-0.0930349	0.0595179	0.026812	0.46252	0.52863	0.0716021	0.0543371	-0.342795	-0.449481	-0.694152	-0.653263	-0.378138	-0.904407	-0.218333	-1.05659	0.00635713	-0.0549932	-0.155573	-0.256096	-0.789699	-1.08413
ACVR1	0.169904	0.0678961	-0.13969	-0.682149	-0.693774	-0.350147	-0.305943	-0.166086	-0.0629529	0.0471049	0.296751	-0.0738295	-0.066976	-0.177851	-0.515579	-0.504012	-0.480259	-0.510823	-0.0179058	-0.228807	-0.301542	-0.47889	-0.0633577	-0.198616	-0.364122	-0.920474	-1.95043	-3.03547	0.0908307	-0.222284	-0.0156798	-0.0792286	0.672575	0.125612	0.145058	-0.0518901	-0.647928	-1.19479	-3.24487	-4.12285	-0.584793	-3.89725	-0.24888	-3.58628	0.0415155	-0.0614934	-0.222301	-0.386286	-2.32335	-2.91858
ACVR2B	0.135381	0.00960874	-0.496741	-0.896714	-1.26194	-0.911252	-0.673567	-0.697397	-0.358471	-0.0957063	0.176587	-0.194902	-0.0700615	-0.130935	-0.334411	-0.621268	-0.607018	-0.213032	0.0912885	-0.0377349	-0.4178	-0.413617	-0.087445	0.0666438	-0.914889	-1.77313	-2.02157	-1.67822	0.0870929	-0.158569	-0.434354	-0.217309	-0.243464	-0.5137	-0.00580378	0.0467172	-0.862958	-2.50489	-1.91558	-0.808577	-0.985309	-0.615647	-0.763145	-1.76416	0.0128236	0.083878	-0.353418	-1.145	-2.30276	-1.35422
ADAM8	-0.153991	0.0246863	-0.0444747	-0.0274256	0.528168	0.893495	1.17943	1.20334	1.44086	-0.192946	-0.220437	-0.0955983	-0.14154	0.0345106	0.205269	-0.0461266	0.282198	0.427142	-0.0340479	-0.273123	0.304885	0.383117	-0.0040869	-0.00369242	-0.419461	-0.979559	-1.84522	-2.19636	0.124992	-0.0433522	-0.248605	-0.520436	0.145605	0.787335	-0.00141147	-0.107557	-0.535929	-1.73266	-2.6228	-2.78928	-0.302723	-2.83723	-0.20022	-2.7852	-0.116732	0.0559735	-0.117185	-0.391109	-1.1236	-1.55618
ADAT2	0.0285727	-0.130782	-0.416603	-0.541921	-0.36036	0.438308	0.829254	0.592335	0.755567	-0.226061	0.0815369	-0.289731	0.030735	-0.0518408	-0.0391979	-0.0327683	0.270244	0.479154	-0.123013	-0.159665	-0.0806119	0.501964	-0.0199493	-0.380675	-1.48231	-1.55541	-2.23111	-2.68522	-0.0881046	-0.0622835	-0.151953	0.542716	0.704363	0.706147	0.0954704	0.0395727	-1.18165	-1.71814	-2.62767	-3.38802	-0.984187	-2.44657	-0.832181	-2.36779	-0.0209819	-0.278398	-0.808441	-1.2648	-2.25009	-2.39125
ADC	0.0246528	0.00576328	-0.168832	-0.11464	-0.316546	-0.749655	-0.656608	-0.359656	0.327844	-0.0882677	0.02716	-0.221345	-0.0968981	-0.193656	-0.385112	-0.719398	-0.271098	-0.372411	-0.0934534	-0.191197	-0.570764	-0.495198	-0.03981	0.160208	-0.324422	-0.536834	-1.56024	-1.82314	0.245334	-0.256223	-0.529016	-0.0879998	0.721765	0.53401	-0.279602	-0.0540497	0.0760435	-1.22758	-2.08381	-1.99219	-0.269345	-1.9308	-0.146261	-1.11853	-0.125006	-0.159369	-0.167512	-0.150391	-1.69693	-1.69949
ADCK1	-0.145503	-0.156685	-0.14873	-0.764737	-0.91614	-0.454263	-0.397075	-0.684575	-0.80129	-0.284931	0.123292	-0.466479	-0.559586	-0.327158	-0.627396	-1.06042	-0.505801	-0.380413	-0.127981	-0.637301	-0.607413	-0.566879	0.105543	-0.187138	-1.04139	-2.12785	-2.24818	-3.24684	0.111837	-0.206377	-0.149366	-0.36814	-1.11227	-1.31276	-0.0732546	-0.0908862	0.0730625	-2.96595	-2.7078	-2.97265	-0.372217	-2.48542	-0.333549	-2.12276	-0.252604	-0.0621647	-0.383265	-1.12068	-2.14874	-2.5403
ADCK3	0.109439	0.168228	-0.360777	-0.765831	-1.24189	-0.909673	-0.744221	-0.588974	0.769618	0.239571	0.224269	-0.162574	-0.212897	-0.353255	-0.632594	-0.769048	-0.846894	-0.34543	0.121469	-0.316136	-0.753462	-0.575128	-0.12674	-0.0972107	-0.857959	-1.59482	-3.20526	-2.98026	0.143293	-0.0554327	-0.166582	0.182881	0.692127	0.758483	0.0488495	0.217119	0.00768947	-2.07447	-2.5528	-1.63958	-0.494619	-1.82705	-0.223682	-1.7951	-0.0945474	0.00443438	-0.0759012	-0.505312	-2.99136	-2.79835
ADCK5	-0.16999	-0.0895954	-0.369592	-0.465799	-0.45888	-0.723049	-0.794064	-0.914795	-0.820615	-0.0543479	0.0190183	-0.161767	-0.380109	-0.21287	-0.312125	-0.594288	-0.404161	-0.564079	0.000983685	-0.440879	-0.273618	-0.493007	-0.0889377	-0.331041	-0.888602	-1.86223	-2.86836	-3.93737	0.0857126	-0.140952	-0.252947	-0.375078	0.160638	0.456785	-0.0926441	-0.382526	-0.734647	-2.143	-3.13274	-2.49728	-0.700812	-3.54852	-0.614527	-3.75759	-0.23802	-0.137504	-0.20886	-0.830211	-1.85762	-2.65356
